ORDER_ID,ORDER_ITEM_ID,PRODUCT_ID,SELLER_ID,SHIPPING_LIMIT_DATE,PRICE,FREIGHT_VALUE
e2d77a0d9b0d31ca58de237b8d9dcdbf,1,af2d506fb01b724e03591349ad36b67e,4b9750c8ad28220fe6702d4ecb7c898f,2018-08-12 22:45:15,48.9,9.09
e2d87ac3739c08508d0f9a46cf33786f,1,d3ed5f1ed25b2b1f8f152a68a88b2966,312ba1d77e9c332ef21f9598b7f64cd7,2018-03-11 21:48:53,54.0,9.34
e2d97f385b79fa2f33a37c2c77965aec,1,24c66f106f642621e524291a895c9032,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-27 23:11:37,159.9,18.37
e2d992dfb23aa5b768db449b84b8200b,1,63c6e184ddfd2f0879921b9455b21067,ed4acab38528488b65a9a9c603ff024a,2018-04-23 17:10:34,79.99,13.0
e2d992dfb23aa5b768db449b84b8200b,2,63c6e184ddfd2f0879921b9455b21067,ed4acab38528488b65a9a9c603ff024a,2018-04-23 17:10:34,79.99,13.0
e2d992dfb23aa5b768db449b84b8200b,3,63c6e184ddfd2f0879921b9455b21067,ed4acab38528488b65a9a9c603ff024a,2018-04-23 17:10:34,79.99,13.0
e2d992dfb23aa5b768db449b84b8200b,4,63c6e184ddfd2f0879921b9455b21067,ed4acab38528488b65a9a9c603ff024a,2018-04-23 17:10:34,79.99,13.0
e2d992dfb23aa5b768db449b84b8200b,5,63c6e184ddfd2f0879921b9455b21067,ed4acab38528488b65a9a9c603ff024a,2018-04-23 17:10:34,79.99,13.0
e2d9b6b72021d68424666cb969d6f56a,1,7340a3839a1de1e99d149b8cf052a2ec,4a3ca9315b744ce9f8e9374361493884,2017-06-02 10:25:13,69.9,12.83
e2d9c66bdf5baf2058e9960542e386e2,1,4a69baa66a13d1adeb41cfe3bc0c27be,bbad7e518d7af88a0897397ffdca1979,2018-02-08 12:50:29,99.9,18.27
e2d9d1ca77005d8626107e6d9da6ee63,1,81e32892fb8587aa24b175d42bb6bfcc,2199e7fe213c16213bf5d6a7eadc9a5d,2017-02-10 22:54:50,155.0,14.86
e2da042c42ce790c81ef3a9f666a92b6,1,fb55982be901439613a95940feefd9ee,3d871de0142ce09b7081e2b9d1733cb1,2017-12-28 16:30:09,79.0,17.8
e2daa9281728e47abae1c8799a4abd9d,1,f7f59e6186e10983a061ac7bdb3494d6,729f06993dac8e860d4f02d7088ca48a,2018-06-05 11:13:47,34.9,11.62
e2dac37a89ee550da5d7008a6fae1335,1,84bafdce8540f697ae16b41858256867,6a8b085f816a1f75f92dbac6eb545f8f,2017-10-18 23:49:51,16.9,15.1
e2dc8a03b3380b3a3fa8c7e175e97688,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,2017-03-08 13:10:31,69.9,11.88
e2df04c1573f061467ee1af3cc6e26bd,1,664e36c9f1780f33973e063ae2cdcc66,dd7ddc04e1b6c2c614352b383efe2d36,2018-04-19 02:30:47,29.9,11.15
e2df40dd64276b2f2040c798751c188d,1,da126b80758e8f5f13c45580e9260fd9,ef0ace09169ac090589d85746e3e036f,2018-08-23 09:29:16,64.9,19.64
e2df710c10b3d255c51ae1fb11bfcd11,1,474bb6b54fc608ca71059a6c4f7ecda3,8b321bb669392f5163d04c59e235e066,2017-11-08 02:26:59,18.9,5.03
e2df710c10b3d255c51ae1fb11bfcd11,2,474bb6b54fc608ca71059a6c4f7ecda3,8b321bb669392f5163d04c59e235e066,2017-11-08 02:26:59,18.9,5.03
e2df710c10b3d255c51ae1fb11bfcd11,3,474bb6b54fc608ca71059a6c4f7ecda3,8b321bb669392f5163d04c59e235e066,2017-11-08 02:26:59,18.9,5.03
e2e223aa7d0f409950eb995e6c759475,1,657aa59c6c58816ddc4f86c51a2759c9,46dc3b2cc0980fb8ec44634e21d2718e,2017-03-23 12:44:01,149.99,19.29
e2e33b37d96ba30f106c15dd7f77c8bb,1,ecbe401f10ecd3b822d940d63cc3311e,cd68562d3f44870c08922d380acae552,2018-02-22 21:07:05,79.0,16.31
e2e415b0eca67d98cf1b6fb11336025a,1,254104e9110b124bab38acfa269fb764,4a3ccda38b2129705f3fb522db62ca31,2017-12-19 20:29:23,245.9,14.74
e2e59afe0cbf5893e29bb89ce6691c39,1,70488833a84564f5dceaa93e1a99fae5,5d0363b33554b373851fc1622e4d5f3c,2018-08-24 11:49:41,89.9,44.43
e2e62108a0daf44573986d823484239a,1,ee99026a2d04ff2294f42f8cf337029b,79ed755314cfe6df0daef2c6cd3022cd,2017-09-21 12:50:34,129.9,18.16
e2e6981a464151382dad2865d02642ed,1,473795a355d29305c3ea6b156833adf5,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-09 19:46:59,49.9,8.27
e2e6ee1ed2d7f2f36b05d234983bd7a0,1,ac8af924237ed4591dc8d9b8c6a935f0,5670f4db5b62c43d542e1b2d56b0cf7c,2018-08-01 09:50:20,682.98,69.23
e2e7ed46703108a39d779daeeb8e4f23,1,e7f85e7f0203b7b95cc1b4c21b4b070c,ceaec5548eefc6e23e6607c5435102e7,2018-07-24 12:15:12,259.99,50.19
e2e7fc3ae21156fa90a10b87e7d37eec,1,dc52f0f5d3ec37a93eaf956cde4e5d2c,6560211a19b47992c3666cc44a7e94c0,2018-01-18 00:47:56,49.0,15.1
e2e85885a15f712ba00eb35cf5be7cfd,1,a448325c57fbf792a2f6ac7d1b730917,5151aea44289d6c6b090ee31c2132508,2017-02-27 11:36:08,187.9,23.61
e2e8773d11f4499f15349b8f613350a0,1,7273e94a33eb07341d5d86a7b815f901,2a1348e9addc1af5aaa619b1a3679d6b,2017-03-02 15:22:14,139.9,11.59
e2e9a4fe163a44a86fe306af8a9e2bcf,1,c9dbe2eec19a8093cb5ac57486531c18,cca3071e3e9bb7d12640c9fbe2301306,2018-02-07 23:10:48,96.9,13.7
e2ea01f68f92f0c55b08ca739af834b6,1,1097d069f21f90425a11bb3293ca1d87,f7496d659ca9fdaf323c0aae84176632,2016-10-25 06:03:05,119.99,29.4
e2ea04401857fff26dea0694a4d1bb99,1,3b60d513e90300a4e9833e5cda1f1d61,c826c40d7b19f62a09e2d7c5e7295ee2,2017-12-28 12:16:24,159.77,18.69
e2ea1c8dd335be5a191a54a8de85770e,1,08f457ff8eec8dfffecc0489179e7db5,6860153b69cc696d5dcfe1cdaaafcf62,2018-08-17 19:15:20,48.97,17.47
e2ea40e627fa59e27d40fce26a8b5a32,1,19b29af06176f74d13a42e350b14e2d7,39d54ff918774174706fb065d7f9dc07,2018-05-04 11:52:15,269.0,12.51
e2eaf909eb6ba881117aa407992a5ffb,1,b73f6899a58fe7a37e55149e9a11c717,a7f13822ceb966b076af67121f87b063,2016-10-11 02:49:10,86.99,28.23
e2eb25bad1122ea7060e7e1b97feea74,1,afce90df29b9a0c1bfe5e1033f1197b1,92eb0f42c21942b6552362b9b114707d,2018-01-19 14:30:41,14.67,17.63
e2eb5d52ac1fbe44b4651b9d52b075b6,1,2b4042dfabc3fe9d3f16951a8e1a3b70,3d8fa2f5b647373c8620330c4e077a9f,2018-08-03 17:10:12,69.99,52.84
e2ec0a81f014ff5006648b818c33219c,1,53db18171eeeead5f0a7ea398054c298,d5ba419e26d246a0719437cf37d9b46d,2018-06-04 13:49:49,196.0,16.25
e2ec4ae060b3e2662724575b47ac605c,1,044b06b901539ec1ac136565a97d0fec,c3cfdc648177fdbbbb35635a37472c53,2017-06-05 18:10:15,89.9,21.12
e2ecc8a06aa292e6cf6f88f2826dd141,1,43f911ac50adc19a96cd523ade4e7cca,620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-28 18:44:21,49.9,13.92
e2ed8bce0d991ffded0e4fb4bece8498,1,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,2017-06-28 21:10:18,89.9,12.13
e2ee2dc610b2fdbed7d47963883bf17e,1,103704a4243ec0118742f6b229b029d7,3d8fa2f5b647373c8620330c4e077a9f,2018-08-17 10:24:16,119.99,57.61
e2ee779edcba1ef236bcfe0260dfa5d5,1,5926c58c462b5d1f932ef3f0a9e37d41,c64a2aec32cc408a8a4c6d7c46017f91,2018-02-02 19:53:46,386.75,29.03
e2eefd0600a39b014ea34b3f4196d261,1,5f42d57952b7815098979a5c4fa6f82a,c70c1b0d8ca86052f45a432a38b73958,2018-07-03 05:10:09,110.32,18.87
e2efd05161881ff66ece867b9221e6df,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-02-18 22:08:03,49.9,37.9
e2efd05161881ff66ece867b9221e6df,2,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-02-18 22:08:03,49.9,37.9
e2f058d7261e0cfb0eea8f8d556269ef,1,e7d26dd6742baca292020c158e6720c3,6cd68b3ed6d59aaa9fece558ad360c0a,2017-07-28 17:10:09,54.9,14.13
e2f1a9fca16cf7780e6b22a78fb85479,1,22e1d28f941306826ef9642bc41822a5,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:49:34,89.99,36.29
e2f1a9fca16cf7780e6b22a78fb85479,2,22e1d28f941306826ef9642bc41822a5,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:49:34,89.99,36.29
e2f1a9fca16cf7780e6b22a78fb85479,3,22e1d28f941306826ef9642bc41822a5,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:49:34,89.99,36.29
e2f1a9fca16cf7780e6b22a78fb85479,4,22e1d28f941306826ef9642bc41822a5,7c67e1448b00f6e969d365cea6b010ab,2018-03-16 02:49:34,89.99,36.29
e2f221486e4e15ef55da8a8101d53b51,1,0fa5346b6f4924f70dd712764271c52f,0afccdb8a34ee5c79f7c06faf2b4d56e,2017-08-10 17:23:46,39.9,15.1
e2f2d9285d6514581a9e7a20868a4e95,1,c47d256557f7fa30144ecea5722eebc2,3d871de0142ce09b7081e2b9d1733cb1,2018-01-18 10:49:45,99.0,13.71
e2f32fa6ee7888b5fc5fcac4cfd8d055,1,350a6b20271be9e499b7e5f05396a940,5a425cc503b39b262a847fd6212bf53b,2018-08-20 23:30:11,41.9,13.63
e2f3a90e59ee340336eda6e45ce3fb24,1,f40876e0ef3cd5f9132b1f16b04b1346,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-16 20:11:36,99.9,16.46
e2f49525c9c3c8cd854d01239a6726d7,1,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,2018-05-08 09:57:25,178.99,19.13
e2f55ffa361f22212fa093de97e60fec,1,4299211de0fa49785bb3115aa2b25c61,71039d19d4303bf9054d69e9a9236699,2018-08-07 12:30:13,19.9,7.4
e2f55ffa361f22212fa093de97e60fec,2,4299211de0fa49785bb3115aa2b25c61,71039d19d4303bf9054d69e9a9236699,2018-08-07 12:30:13,19.9,7.4
e2f55ffa361f22212fa093de97e60fec,3,4299211de0fa49785bb3115aa2b25c61,71039d19d4303bf9054d69e9a9236699,2018-08-07 12:30:13,19.9,7.4
e2f630b53cb2637be372c3810b089868,1,4a0938478787f49dc07af734b86be96c,6560211a19b47992c3666cc44a7e94c0,2017-08-02 11:25:25,149.0,26.32
e2f6bff876d784db1590923c91ead84a,1,a60e1868eec274b4c295fc836ea8320d,2528513dd95219a6013d4d05176e391a,2017-10-25 15:49:28,269.0,15.49
e2f6cc7f7084110fd5473cfdae918307,1,a69c0be573a2ba8f96b7650dbc0bbf87,080102cd0a76b09e0dcf55fcacc60e05,2018-04-30 15:31:11,61.34,15.31
e2f77cbc6c09acfd09a1b89f50c095ff,1,351cd19d35f2421c5419da9032a19856,bfd27a966d91cfaafdb25d076585f0da,2018-07-09 23:29:54,249.0,22.38
e2f80e58aa7bb597859b1b01b6bc366d,1,87a71ae93900ab55fcf685c8040769b3,8b321bb669392f5163d04c59e235e066,2018-03-08 19:15:40,12.9,34.15
e2f9342700902ec06e33f82cf4d279d8,1,44ce1d7bd584edde67a1d743349829f2,41b39e28db005d9731d9d485a83b4c38,2017-03-21 08:50:18,129.9,17.13
e2fa3a143afcfe0dc65730a780af43e1,1,46b0edb9f3206f9c093f3ab71e77710e,6edacfd9f9074789dad6d62ba7950b9c,2018-05-14 13:50:24,118.9,19.8
e2fa8f9e055fdb3a78220e1d3a16b85d,1,fa66c43e63966d8b1770f6df326e05fb,670c26e0f1bf8d0576271d5cfaec6d2b,2018-04-25 19:51:09,24.5,19.85
e2faa52f99b7893fb663270530caf2fc,1,8d4ff8de5e399964646ef5f4ee698076,1336efc61c316ddf92c899eb817f7cae,2017-06-07 01:31:37,18.0,11.85
e2fb90759edabe8462da889ac54fb0b1,1,b520b78a494cbd6e36d7a1c64cdffe0b,7daca0837f033a41a6f3428c18657533,2018-06-14 14:31:26,42.1,12.79
e2fbbc5e799749941a23275230ee1d8b,1,b83738ac1903f7c8f0ed378cb085909c,c003204e1ab016dfa150abc119207b24,2018-03-08 15:35:28,139.9,22.61
e2fbbd87fea5a8b236b00e5b274b143d,1,0364c36f8e845e4d309c0a3accc04b1c,7c67e1448b00f6e969d365cea6b010ab,2017-12-14 00:50:07,196.99,59.93
e2fbe37c6717808ef07b8f2b1cc63c40,1,fb1c85ab4adb8f0fd63d3e2156e51f4b,c3cfdc648177fdbbbb35635a37472c53,2017-11-21 12:06:42,64.9,5.4
e2fbe37c6717808ef07b8f2b1cc63c40,2,fb1c85ab4adb8f0fd63d3e2156e51f4b,c3cfdc648177fdbbbb35635a37472c53,2017-11-21 12:06:42,64.9,5.4
e2fbe37c6717808ef07b8f2b1cc63c40,3,fb1c85ab4adb8f0fd63d3e2156e51f4b,c3cfdc648177fdbbbb35635a37472c53,2017-11-21 12:06:42,64.9,5.4
e2fca022373f1b683cf49d41e76ec1e8,1,e4d34d3dbd367b0021e5d65105870180,23a0ffca143a15b9b5bbdb7d552f626a,2018-04-08 21:28:58,85.5,22.31
e2fcc0343a77288cc6461dbf325986bd,1,c1f5307decb89342351bec53668cffd9,ea8482cd71df3c1969d7b9473ff13abc,2018-04-25 02:51:12,29.99,15.23
e2fcc0343a77288cc6461dbf325986bd,2,f286c2fe211df4102919d0bed084dddf,ea8482cd71df3c1969d7b9473ff13abc,2018-04-25 02:51:12,24.99,15.23
e2fcf0dc80d06ac324b2169b7c1c46dd,1,b3e40ff639c185b9d726b4b19c17e6cd,7a67c85e85bb2ce8582c35f2203ad736,2018-01-15 12:15:19,229.99,44.02
e2fd3a04faecd73308b8d940dc3ab303,1,5f504b3a1c75b73d6151be81eb05bdc9,834f3294fba9f932f56edc879193f925,2017-11-14 19:30:36,610.0,65.01
e2fd862b6691f32026ecf43da3109f53,1,165f86fe8b799a708a20ee4ba125c289,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-12-14 17:14:20,166.99,19.06
e2fdffd08df55baaa7b97c04d4d2b606,1,7814c273ab16783d73a9863ebfa8b141,1025f0e2d44d7041d6cf58b6550e0bfa,2018-03-29 22:50:38,250.0,90.73
e2fdffd08df55baaa7b97c04d4d2b606,2,7814c273ab16783d73a9863ebfa8b141,1025f0e2d44d7041d6cf58b6550e0bfa,2018-03-29 22:50:38,250.0,90.73
e2fffc00c9decdb32b25e86a37f3ad50,1,e9b2560544c293e02f2b966041e10f24,8e2b3afb420011ef0c88c9d5f11ea526,2018-01-31 20:16:00,140.9,14.01
e300c76076c4b56031abe6f3ff54817f,1,9eae1df2c1112be7a7c57d7b09fd9bcd,0bebbb2cea103a4a020c95d43fd7d754,2018-08-17 11:24:10,155.0,16.19
e300f3511d8e46ed7e75b5bbc2e7958a,1,b6b76b074ed0d77d0f3443b12d8adb5e,6560211a19b47992c3666cc44a7e94c0,2018-05-18 12:52:26,119.0,23.33
e302325f2e375cbc308a2e09a091879a,1,ba3f298a122a95c4928e8b8628e8520e,d1c281d3ae149232351cd8c8cc885f0d,2017-03-16 17:25:34,98.99,20.77
e3027423471c37ce2c9097bdec11b19d,1,81825b8f118d301ef4933de64545b307,ce7d1888639e6fb06b2749cbfdac1ff7,2018-02-23 12:55:51,165.0,48.59
e302764b4fa6c74b926997b8b171f5d7,1,5b394e3d290882de22e0207c7027fdb5,e627629ba868740e287800f1a9be81c2,2017-06-05 04:55:16,25.9,7.78
e303201d86cda5183986a56d5ae1b084,1,0152f69b6cf919bcdaf117aa8c43e5a2,d2374cbcbb3ca4ab1086534108cc3ab7,2017-04-20 02:15:32,13.9,10.96
e3042fda9ca1eec3bfd3ec1d352cee94,1,8a443635fdf9759915c9be5be2e3b862,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-16 14:50:49,109.9,18.02
e305fbc65af17a0b60a9fcff63ebcbe8,1,66077cc774ac8ba7c7fcb45fd8e03474,01cf7e3d21494c41fb86034f2e714fa1,2017-07-12 19:15:23,89.9,19.87
e306885612f169ec1b85ae71834e0e05,1,6ea7927ee9727ed48b265bfdcdbffdc1,cd68562d3f44870c08922d380acae552,2018-01-03 13:37:22,79.0,16.31
e3071b7624445af6e4f3a1b23718667d,1,88159bac10e3d4f4b69b157406c7f70f,fdaaf5bfda82b7b80535610c831b8d09,2017-09-12 22:30:56,39.9,11.85
e30787025578adaddf110614dce5e399,1,f39a8b27ce90ac582103bf36f09690dd,16090f2ca825584b5a147ab24aa30c86,2017-11-08 20:55:56,319.0,10.98
e309561688d0e53d29a039914f51190a,1,fb7a100ec8c7b34f60cec22b1a9a10e0,d98eec89afa3380e14463da2aabaea72,2017-11-07 08:46:19,49.99,14.1
e3095d728011efc529f2db0e0f4cba46,1,1acb18fc869c5489d5f76abcd681165e,6d803cb79cc31c41c4c789a75933b3c7,2018-06-04 13:51:04,135.0,19.92
e309a85cd901c566767a2aa98090085c,1,8e8d71f2bb02bf4ebb57a8017789f98d,259f7b5e6e482c230e5bfaa670b6bb8f,2018-06-11 03:31:09,139.9,13.88
e309cad34ebb9d0ac6278ca36f3dd286,1,f1046cfbe5f31056cabdda08ffbbad6e,218d46b86c1881d022bce9c68a7d4b15,2018-01-17 10:08:46,103.0,13.74
e30a7c7a102b26de0c86e424f9eada78,1,03c526c6224e8b74620b3b1ff4d0f3ad,cca3071e3e9bb7d12640c9fbe2301306,2017-09-28 18:50:10,196.36,18.08
e30b9cda599826e24ad3f5eddf966583,1,1a300f482e35d7eac74b229be067aefd,e9d99831abad74458942f21e16f33f92,2017-07-30 23:10:19,19.99,17.63
e30b9cda599826e24ad3f5eddf966583,2,1a300f482e35d7eac74b229be067aefd,e9d99831abad74458942f21e16f33f92,2017-07-30 23:10:19,19.99,17.63
e30bc9599660c657ce6cf351f1a98b5f,1,165f86fe8b799a708a20ee4ba125c289,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-11-21 03:55:22,166.99,20.66
e30c50d1f4deaae389eb54201acb8d28,1,66484d3ad6c8fcd55265bfdb060fc8cc,05ff92fedb5be47920fea08e501238b9,2017-03-23 15:24:12,328.0,20.89
e30e1b2d38289d666f614ee04f5951ba,1,9d8a0e115e802d845b4ce1eb794d1260,d05ae8f7a5bd1d2a690a44cd079e4e27,2018-03-22 03:30:54,120.0,15.72
e30fb155cacfee81443d974ce9c8a2d3,1,107fde0930956120d1e13dd1062fbb46,11305281b50fff20ae8bb473f8e11876,2017-09-13 02:16:08,399.99,82.7
e3111d19cd703ecaa907dca4af37c0c5,1,97017430754804328eb9597b7f85da03,ea8482cd71df3c1969d7b9473ff13abc,2018-08-23 12:55:34,29.99,18.31
e311f8fc30348d6213964a43f70f87fb,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,2018-04-23 17:10:42,179.0,8.87
e312ba43fd734e1f7ef7a68593aec5f5,1,9522c1e219a651952a29e5f3a65e880c,5cf13accae3222c70a9cac40818ae839,2018-06-28 17:59:09,99.9,19.89
e313e28018f250ccec7488220bbfd285,1,3db75f31b76375c502f64d550dcd1166,85d9eb9ddc5d00ca9336a2219c97bb13,2017-06-16 16:50:15,31.9,12.48
e313e28672ccec17e6e1612899299623,1,93c902b021a9e594f658ab1b0351602a,2e90cb1677d35cfe24eef47d441b7c87,2018-06-03 21:13:09,103.9,13.05
e3143ad1af7d0f2878a66a1cd565e4a2,1,87cb507e0daa37bbf34956fd59eba832,6560211a19b47992c3666cc44a7e94c0,2018-03-13 13:48:13,29.0,19.04
e314e6d789aed6dd06d509d869047a7f,1,b5778c55de68777a0a3565e03b2e2817,293dee954235e4e4e43f129313625ebe,2018-01-19 10:28:14,369.99,45.0
e31526204c93b55b21e55ef3e5a45f36,1,220bc6afbb138c2e99fffc0f9838afd4,85d9eb9ddc5d00ca9336a2219c97bb13,2017-08-10 15:25:23,27.9,14.1
e3153a88be7511737359301517f63274,1,89b121bee266dcd25688a1ba72eefb61,2eb70248d66e0e3ef83659f71b244378,2018-05-29 23:13:31,79.9,15.44
e31626405b2e6ddf9752a4b82da9d0ae,1,2187a2f05e362364c24d44feaeb40243,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-30 09:13:27,99.99,20.19
e3166f69715e4a1aa466249f0e8a4030,1,a4fdd00347db855f614a18bf51606df5,6d803cb79cc31c41c4c789a75933b3c7,2018-01-22 14:50:13,189.0,18.57
e316d17cafee5024c175ba56fc437d56,1,b5b5a82ce5f1987b7e670f37629be51b,8b28d096634035667e8263d57ba3368c,2017-04-03 11:42:36,59.9,14.59
e316d83fd9aaec07226cb3abfcf342d1,1,94a6c010ef78e62cab34c6caf0a69b5f,080102cd0a76b09e0dcf55fcacc60e05,2018-07-31 02:24:26,17.9,7.71
e31702cc8c72b6d9b834ae3b7904ea4f,1,06edb72f1e0c64b14c5b79353f7abea3,391fc6631aebcf3004804e51b40bcf1e,2017-06-14 21:55:11,45.95,11.85
e317f41180b8a6fa3ce86b6fba6ac3fa,1,a8075470f960215ffb67624782f80fec,ff063b022a9a0aab91bad2c9088760b7,2018-06-29 03:31:47,119.0,39.27
e318e1296433876f46916877afd23ecb,1,f9a7825fa51f487b8a48f67e9efced8c,76d5af76d0271110f9af36c92573f765,2018-01-18 10:53:24,29.9,11.73
e3194d56283622975638628a739c9e84,1,6eb70dfb283dc3f645ed7b03c990dc72,7d13fca15225358621be4086e1eb0964,2018-05-09 14:31:13,55.0,12.83
e3198f3829645095f91d9dfc8c70135f,1,2a5806f10d0f00e5ad032dd2e3c8806e,7c67e1448b00f6e969d365cea6b010ab,2018-04-11 08:10:18,169.99,37.74
e31a2b3f109d2dd1b7d4d9695880e68e,1,cb606ee58d4f11da0e4b813f87f6fd46,6a8b085f816a1f75f92dbac6eb545f8f,2018-02-08 12:31:29,19.9,15.1
e31a910f74f5bbf483db4595290864ca,1,be4e205f4a7283ce05c3b9365d283adc,1da3aeb70d7989d1e6d9b0e887f97c23,2018-01-29 11:50:54,29.99,14.1
e31b902db540d867cf64c82630abfc61,1,5fc604f5f76a23b94565f06a830fa835,cee48807215b30a12ca2ca10ffb5f250,2017-11-14 20:46:06,111.9,15.53
e31baadb00ecc47a1251bce82d64280b,1,be75efb07aff79cef2eec7ddc5de3952,8f2ce03f928b567e3d56181ae20ae952,2017-11-10 08:56:13,99.9,13.25
e31c3e361313ee8c43db7ad4ced7293c,1,c9c6fde711572c1ad99ca12728c6af00,562fc2f2c2863ab7e79a9e4388a58a14,2018-05-25 02:31:39,29.99,11.42
e31d53f30f45a0aa76551abf55d14cae,1,a4b5771bb3bd270e2baacfc4430798cf,e9d99831abad74458942f21e16f33f92,2017-06-15 01:42:44,9.99,15.1
e31ea4183de6b416446423888f5dc3d8,1,437c05a395e9e47f9762e677a7068ce7,f84fa566034f5e8e880a07ec624c56af,2018-05-11 15:54:33,53.9,12.82
e31ec91cea1ecf97797787471f98a8c2,1,f819f0c84a64f02d3a5606ca95edd272,4869f7a5dfa277a7dca6462dcf3b52b2,2017-11-09 21:15:51,689.0,22.07
e31f08a6838e8fe22d5850d237cdb1e7,1,e8288cf2d07e2b1b0b889132fc8cd8d5,17ca9b9e9b9ef8fdb529001b49ebb50f,2018-07-24 19:30:14,119.97,47.89
e31fbb2860d15276b1e38f43e9423924,1,c37123a4ab536f2b55e1164f5759318a,06e5eefc71ec47ae763c5c6f8db7064f,2018-05-23 19:12:55,156.99,18.27
e31fbb2860d15276b1e38f43e9423924,2,620f37abb44d006ced91c81d81db0412,06e5eefc71ec47ae763c5c6f8db7064f,2018-05-23 19:12:55,289.98,18.27
e32049d31df0d952f7a6f6d8243b554a,1,71b7afd92c42feab780d5ea512fc7348,c3aad7dc65449ae90a5e9c3c6c1e78e0,2018-08-24 05:09:40,90.0,17.76
e32090de3a5936c84fa211a2b22342ad,1,2f1927c926303d27159849d2601d5d96,33ac3e28642ab8bda860a2f693000e78,2017-09-12 04:10:39,104.9,18.01
e3210b05ca60d10831af30bcbb351c05,1,f40e67d9fbad11e25f958cc8b534af73,2d2322d842118867781fc737e96d59a1,2018-06-14 10:57:13,15.5,18.23
e32209bcb9c95a291a1a0e971df14bdb,1,30ac6df06dc59ad72cf2f158fc2d904c,0dd184061fb0eaa7ca37932c68ab91c5,2018-05-02 17:52:22,120.0,18.92
